Designator,Mid X,Mid Y,Rotation,Layer
C1,117.0,-118.0,0.0,top
C2,122.0,-118.0,180.0,top
C3,116.15,-108.05,0.0,top
D1,132.53,-124.15,0.0,top
D2,105.92,-109.76,180.0,top
J1,119.5,-104.0,180.0,bottom
J2,106.01,-102.43,0.0,top
L1,119.5,-120.7,0.0,top
Q1,122.1,-108.34,0.0,top
R1,106.99,-106.19,180.0,top
R2,118.29,-112.16,180.0,top
R3,118.28,-115.36,0.0,top
RL1,132.37,-111.52,90.0,top
U1,105.96,-120.92,180.0,top
