Designator,Mid X,Mid Y,Rotation,Layer
J1,64.4,-58.0,0.0,top
J2,88.4,-58.0,0.0,top
J3,129.54,-55.88,270.0,top
J5,154.408,-78.506,90.0,top
SW1,142.9,-70.0,180.0,bottom
SW2,121.4,-70.0,180.0,bottom
SW3,104.9,-70.0,180.0,bottom
