Designator,Mid X,Mid Y,Rotation,Layer
A1,26.31,-15.72,270.0,top
C1,8.17,-34.84,0.0,top
J1,-9.283,-26.791,270.0,top
J2,0.0,0.0,0.0,top
J4,-14.438,-41.0,180.0,top
J5,-26.0,-24.5,180.0,top
J6,-2.689,-41.0,180.0,top
J7,37.5,-44.25,270.0,top
J8,45.7,-44.15,90.0,top
Q1,28.49,-32.7,180.0,top
Q2,47.86,-32.7,180.0,top
R1,19.5,-28.17,0.0,top
R2,19.47,-31.42,180.0,top
R3,38.98,-30.39,0.0,top
R4,38.98,-34.11,180.0,top
U1,-9.81,-15.685,90.0,top
