Designator,Footprint,Quantity,Value,LCSC Part #
"D1, D10, D11, D12, D13, D14, D15, D16, D17, D18, D19, D2, D20, D3, D4, D5, D6, D7, D8, D9",LED_1206,20,LED,C219234
"J1, J2",2_pin,2,Conn_01x02_Pin,
"R1, R10, R11, R12, R13, R14, R15, R16, R17, R18, R19, R2, R20, R3, R4, R5, R6, R7, R8, R9",1206,20,100,C17901
"U1, U2, U3",JLC_tooling_hole,3,~,
